Sagarawat Electricals,,,,,
List of Items,,,,,
Name,Parent Group,Unit,Price,Disc,Nett
NEON+ BENDY -NLH-S-0612 - SIDE VIEW 6MM,NEON+ LED,Mtr,100,,100
NEON+ BENDY -NLH-S-1616 - SIDE VIEW 16MM,NEON+ LED,Mtr,250,,250
NEON+ BOLT COB WH+BK  8W,NEON+ LED,Nos,500,,500
NEON+ BOLT COB WH+BK 15W,NEON+ LED,Nos,640,,640
NEON+ BOLT COB WH+BK 20W,NEON+ LED,Nos,890,,890
NEON+ BREEZE WH+BK -  6W,NEON+ LED,Nos,700,,700
NEON+ BREEZE WH+BK - 12W,NEON+ LED,Nos,910,,910
NEON+ BULKHEAD 10W,NEON+ LED,Nos,170,,170
NEON+ COB FLIP  3W,NEON+ LED,Nos,250,,250
NEON+ COB FLIP  7W,NEON+ LED,Nos,380,,380
NEON+ COB FLIP 12W,NEON+ LED,Nos,500,,500
NEON+ COB FLIP 18W,NEON+ LED,Nos,650,,650
NEON+ COB FLIP 24W,NEON+ LED,Nos,900,,900
NEON+ COB HOLE 8.3W,NEON+ LED,Nos,950,,950
NEON+ COB MAC 15W,NEON+ LED,Nos,1030,,1030
NEON+ COB MOST  7W,NEON+ LED,Nos,400,,400
NEON+ COB MOST 12W,NEON+ LED,Nos,500,,500
NEON+ COB MOST 18W,NEON+ LED,Nos,630,,630
NEON+ COB PYRAMID  7W,NEON+ LED,Nos,470,,470
NEON+ COB PYRAMID 12W,NEON+ LED,Nos,580,,580
NEON+ COB PYRAMID 18W,NEON+ LED,Nos,720,,720
NEON+ COB RETRO  8W,NEON+ LED,Nos,1080,,1080
NEON+ COB RETRO 15W,NEON+ LED,Nos,1430,,1430
NEON+ COB WEE COPPER  3W,NEON+ LED,Nos,200,,200
NEON+ CYLINDER COB KIA  7W,NEON+ LED,Nos,470,,470
NEON+ CYLINDER COB KIA 12W,NEON+ LED,Nos,615,,615
NEON+ CYLINDER COB KIA 18W,NEON+ LED,Nos,870,,870
NEON+ CYLINDER COB NUE SF PRO  7W,NEON+ LED,Nos,620,,620
NEON+ CYLINDER COB NUE SF PRO 12W,NEON+ LED,Nos,870,,870
NEON+ DOUBLE DOOR IR DC SENSOR,LIGHTING,Nos,1010,,1010
NEON+ FINE COB 10W,NEON+ LED,Nos,1250,,1250
NEON+ FINE COB 15W,NEON+ LED,Nos,1550,,1550
NEON+ FLEX 2835 ROPE WP,NEON+ LED,Mtr,,,
NEON+ FLEX 2835 ROPE WP CONNECTOR,NEON+ LED,Nos,,,
NEON+ FOOT LIGHT-NLH-5107-3W,NEON+ LED,Nos,470,,470
NEON+ FOOT LIGHT-NLH-5108-5W,NEON+ LED,Nos,650,,650
NEON+ FOOT LIGHT-NLH-5213-1W,NEON+ LED,Nos,570,,570
NEON+ GARDEN SPIKE  7W,NEON+ LED,Nos,420,,420
NEON+ GARDEN SPIKE  DART 10 WATT,NEON+ LED,Nos,1150,,1150
NEON+ HOLE COB  8.3W,NEON+ LED,Nos,940,,940
NEON+ HOLE COB 12.5W,NEON+ LED,Nos,1072,,1072
NEON+ LED CABINET BEE BUTTON 2W,NEON+ LED,Nos,80,,80
NEON+ LED CABINET CENT 1W,NEON+ LED,Nos,85,,85
NEON+ LED COB LINEAR 2x3W,NEON+ LED,Nos,170,,170
NEON+ LED COB LINEAR 3x3W,NEON+ LED,Nos,480,,480
NEON+ LED COB LINEAR 5x3W,NEON+ LED,Nos,500,,500
NEON+ LED DRIVER  2A SPARK,NEON+ LED,Nos,240,,240
NEON+ LED DRIVER  3A SPARK,NEON+ LED,Nos,130,,130
NEON+ LED DRIVER  5A SPARK,NEON+ LED,Nos,400,,400
NEON+ LED DRIVER 10A SPARK,NEON+ LED,Nos,500,,500
NEON+ LED DRIVER 16.5A SPARK,NEON+ LED,Nos,800,,800
NEON+ LED DRIVER 20A SPARK,NEON+ LED,Nos,900,,900
NEON+ LED DRIVER 24V  5A IGNITE,NEON+ LED,Nos,500,,500
NEON+ LED DRIVER 24V 10A IGNITE,NEON+ LED,Nos,900,,900
NEON+ LED DRIVER 24V 16A IGNITE,NEON+ LED,Nos,1200,,1200
NEON+ LED DRIVER 25A SPARK,LED,Nos,1200,,1200
NEON+ LED FLD LIGHT TORRENT  50W,NEON+ LED,Nos,770,,770
NEON+ LED FLD LIGHT TORRENT 100W,NEON+ LED,Nos,1230,,1230
NEON+ LED FLD LIGHT TORRENT 150W,NEON+ LED,Nos,1900,,1900
NEON+ LED FLD LIGHT TORRENT 200W,NEON+ LED,Nos,2300,,2300
NEON+ LED FLD LIGHT TORRENT 300W,NEON+ LED,Nos,3100,,3100
NEON+ LED FOOT LIGHT NLH-5209 - 3W SQ,NEON+ LED,Nos,360,,360
NEON+ LED FOOT LIGHT NLH-5209 -3W SENSOR,NEON+ LED,Nos,550,,550
NEON+ LED GLAZE SURF COB 5 WATT,NEON+ LED,Nos,250,,250
"NEON+ LED PANEL 15W PLEX 6 3 NI 1""",NEON+ LED,Nos,380,,380
"NEON+ LED PANEL RING 4 (8W)""",NEON+ LED,Nos,80,,80
"NEON+ LED PANEL RING 6 (15W)""",NEON+ LED,Nos,120,,120
"NEON+ LED PANEL RING 8 (18-24W)""",NEON+ LED,Nos,180,,180
NEON+ LED SLEEK SURF COB 3 WATT,NEON+ LED,Nos,168,,168
NEON+ LED SMD ROPE 5730,NEON+ LED,Mtr,50,,50
NEON+ LED SMD ROPE CONNECTOR 5730,NEON+ LED,Nos,50,,50
NEON+ LED STREET LIGHT TURBO 100W,NEON+ LED,Nos,2000,,2000
NEON+ LED STREET LIGHT TURBO 24W,NEON+ LED,Nos,900,,900
NEON+ LED STREET LIGHT TURBO 30W,NEON+ LED,Nos,1000,,1000
NEON+ LED STREET LIGHT TURBO 50W,NEON+ LED,Nos,1250,,1250
NEON+ LED STREET LIGHT TURBO 70W,NEON+ LED,Nos,1800,,1800
NEON+ LED STRIP 2835/120 LED,NEON+ LED,Mtr,75,,75
NEON+ LED STRIP 2835/120 LED -24V,LED,Mtr,110,,110
NEON+ LED STRIP 2835/180 LED,NEON+ LED,Mtr,120,,120
NEON+ LED STRIP 2835/240 LED,NEON+ LED,Mtr,120,,120
NEON+ LED STRIP 2835/240 LED -24V,NEON+ LED,Mtr,120,,120
NEON+ LED STRIP L - CONNECTOR  5mm,NEON+ LED,Nos,50,,50
NEON+ LED STRIP L - CONNECTOR 10mm,NEON+ LED,Nos,50,,50
NEON+ LED STRIP STRAIGHT CONNECTOR  5mm,NEON+ LED,Nos,25,,25
NEON+ LED STRIP STRAIGHT CONNECTOR 10mm,NEON+ LED,Nos,25,,25
NEON+ LED STRIP WIRE CONNECTOR  5mm,NEON+ LED,Nos,30,,30
NEON+ LED STRIP WIRE CONNECTOR 10mm,NEON+ LED,Nos,30,,30
NEON+ LED TRACK PATTI - 1 MTR,NEON+ LED,Nos,250,,250
NEON+ LED TRACK PATTI - 2 MTR,NEON+ LED,Nos,500,,500
NEON+ MAGNETIC TRACK 1M RECESS,NEON+ LED,Nos,860,,860
NEON+ MAGNETIC TRACK 2M RECESS,NEON+ LED,Nos,1700,,1700
NEON+ MAGNETIC TRACK 3M RECESS,NEON+ LED,Nos,2570,,2570
NEON+ MAGNETIC TRACK 5mm SLIM 2M RECESS,NEON+ LED,Nos,1070,,1070
NEON+ MAGNETIC TRACK 5mm SLIM 3M RECESS,NEON+ LED,Nos,1600,,1600
NEON+ MAGNETIC TRACK CORNER RECESS,NEON+ LED,Nos,380,,380
NEON+ MIRACLE SURFACE 10W SENSOR,NEON+ LED,Nos,480,,480
NEON+ MIRACLE SURFACE 18W SENSOR,NEON+ LED,Nos,630,,630
NEON+ NAVY TRACK LIGHT 12W,NEON+ LED,Nos,680,,680
NEON+ NAVY TRACK LIGHT 20W,NEON+ LED,Nos,900,,900
NEON+ NAVY TRACK LIGHT 30W,NEON+ LED,Nos,1140,,1140
NEON+ NAVY WALL LIGHT 30 WATT,NEON+ LED,Nos,1140,,1140
NEON+ NLH-M05 MAGNETIC JOINTER SURFACE,NEON+ LED,Nos,180,,180
NEON+ NLH-M05 MAGNETIC TRACK 1M SURFACE,NEON+ LED,Nos,500,,500
NEON+ NLH-M05 MAGNETIC TRACK 2M SURFACE,NEON+ LED,Nos,1000,,1000
NEON+ NLH-MT-004 SURFACE SENSOR,NEON+ LED,Nos,630,,630
NEON+ NLH-RSS-010 STAIRCASE SENSOR,NEON+ LED,Nos,5100,,5100
NEON+ O/D LIGHT CUTE -  3 WATT,NEON+ LED,Nos,600,,600
NEON+ OUTDOOR LED 1 WAY-NLH-4050-3W,NEON+ LED,Nos,300,,300
NEON+ OUTDOOR LED 1 WAY-NLH-4510-3W,NEON+ LED,Nos,220,,220
NEON+ OUTDOOR LED 2 WAY-NLH-2110-2X1W,NEON+ LED,Nos,1100,,1100
NEON+ OUTDOOR LED 2 WAY-NLH-2112-2X1W,NEON+ LED,Nos,610,,610
NEON+ OUTDOOR LED 2 WAY-NLH-2142-2X3W,NEON+ LED,Nos,1130,,1130
NEON+ OUTDOOR LED 2 WAY-NLH-4510-2X3W,NEON+ LED,Nos,320,,320
NEON+ OUTDOOR LED 4 WAY-NLH-2104-2X1W,NEON+ LED,Nos,635,,635
NEON+ OUTDOOR LED 4 WAY-NLH-2104-4X1W,NEON+ LED,Nos,600,,600
NEON+ OUTDOOR LED NLH-2109-2X3W,NEON+ LED,Nos,400,,400
NEON+ OUTDOOR LED NLH-2115-18W,NEON+ LED,Nos,1340,,1340
NEON+ OUTDOOR LED NLH-2137-7W,NEON+ LED,Nos,1340,,1340
NEON+ OUTDOOR LED NLH-2139-4X1W,NEON+ LED,Nos,820,,820
NEON+ OUTDOOR LED NLH-2145-6X1W,NEON+ LED,Nos,1180,,1180
NEON+ OUTDOOR LED NLH-2146-6X1W,NEON+ LED,Nos,1220,,1220
NEON+ OUTDOOR LED NLH-2147-4X1W,NEON+ LED,Nos,820,,820
NEON+ OUTDOOR LED NLH-2147-8X1W,NEON+ LED,Nos,1300,,1300
NEON+ OUTDOOR LED NLH-2148-6W,NEON+ LED,Nos,1220,,1220
NEON+ P LIGHT NLH-PL-120  3 IN 1 WB-20W,NEON+ LED,Nos,1330,,1330
NEON+ P LIGHT NLH-PL-120  3 IN 1 WD-20W,NEON+ LED,Nos,1510,,1510
NEON+ PHOTOCELL SQ NLH-PHC-008,NEON+ LED,Nos,300,,300
NEON+ PINKY COB 3W,NEON+ LED,Nos,450,,450
NEON+ PINKY COB 5W,NEON+ LED,Nos,550,,550
NEON+ PLUS CLIX SL. P LIGHT 3 IN 1 -  9W,NEON+ LED,Nos,820,,820
NEON+ PLUS CLIX SL. P LIGHT 3 IN 1 - 12W,NEON+ LED,Nos,1000,,1000
NEON+ PLUS CLIX SL. P LIGHT 3 IN 1 - 18W,NEON+ LED,Nos,1220,,1220
"NEON+ PLUS LED PANEL  8W PLEX 4"",NEON+ LED,Nos,200.00,,200.00
NEON+ PLUS LED PANEL 12W PLEX 5""""",NEON+ LED,Nos,270,,270
NEON+ PLUS LED PANEL 12W SPLENDOR,NEON+ LED,Nos,570,,570
"NEON+ PLUS LED PANEL 15W PLEX 6"",NEON+ LED,Nos,300.00,,300.00
NEON+ PLUS LED PANEL 18W SPLENDOR""",NEON+ LED,Nos,740,,740
"NEON+ PLUS LED PANEL 24W PLEX 8"",NEON+ LED,Nos,530.00,,530.00
NEON+ PLUS LED PANEL 24W SPLENDOR""",NEON+ LED,Nos,1080,,1080
NEON+ PLUS STANDY P LIGHT 3 IN 1 -  9W,NEON+ LED,Nos,660,,660
NEON+ PLUS STANDY P LIGHT 3 IN 1 - 12W,NEON+ LED,Nos,800,,800
NEON+ PLUS STANDY P LIGHT 3 IN 1 - 18W,NEON+ LED,Nos,960,,960
NEON+ PROFILE HANGING KIT,LIGHTING,Nos,200,,200
NEON+ RUNNING LINE 2835 STRIP CONTROLLER,NEON+ LED,Nos,560,,560
NEON+ RUNNING LINE STRIP 2835/120 -24V,NEON+ LED,Mtr,220,,220
NEON+ SINGLE DOOR IR DC SENSOR,LIGHTING,Nos,700,,700
NEON+ SLIDO PANEL 10 WATT,NEON+ LED,Nos,210,,210
NEON+ SLIDO PANEL 10 WATT 3 IN 1,NEON+ LED,Nos,210,,210
NEON+ SLIDO PANEL 15 WATT,NEON+ LED,Nos,280,,280
NEON+ SLIDO PANEL 15 WATT 3 IN 1,NEON+ LED,Nos,280,,280
NEON+ SLIDO PANEL 22 WATT,NEON+ LED,Nos,420,,420
NEON+ SLIDO PANEL 32 WATT,NEON+ LED,Nos,640,,640
NEON+ SLIM SCALE LIGHT 8W-SENSOR,LIGHTING,Nos,550,,550
NEON+ SOLARIS STREET LIGHT 60W,NEON+ LED,Nos,2400,,2400
NEON+ SPARE LED DRIVER,NEON+ LED,Nos,100,,100
NEON+ SPIDER COB  7W,NEON+ LED,Nos,870,,870
NEON+ SPIDER COB 12W,NEON+ LED,Nos,1270,,1270
NEON+ SPIDER COB 20W,NEON+ LED,Nos,1940,,1940
NEON+ SPOT CIRCLE 360 - 12 WATT,NEON+ LED,Nos,1290,,1290
NEON+ SURFACE PANEL AUDI   8 WATT,NEON+ LED,Nos,500,,500
NEON+ SURFACE PANEL AUDI  22 WATT,NEON+ LED,Nos,970,,970
NEON+ SURFACE PANEL CORAL  8W,NEON+ LED,Nos,325,,325
NEON+ SURFACE PANEL HOLLOW 3 WATT,NEON+ LED,Nos,230,,230
NEON+ SURFACE PANEL TRIMO  6W,NEON+ LED,Nos,260,,260
NEON+ SURFACE PANEL TRIMO 18W,NEON+ LED,Nos,420,,420
NEON+ SURFACE PANEL TRIN  6+3W,NEON+ LED,Nos,400,,400
"NEON+ TEXLA LED PANEL 12W 4"",NEON+ LED,Nos,260.00,,260.00
NEON+ TEXLA LED PANEL 18W 6""""",NEON+ LED,Nos,330,,330
NEON+ THIN COB  8W,NEON+ LED,Nos,870,,870
NEON+ THIN COB 15W,NEON+ LED,Nos,1150,,1150
NEON+ THIN COB 20W,NEON+ LED,Nos,1600,,1600
NEON+ UNDERWATER SF RGB  9W RGB,NEON+ LED,Nos,3500,,3500
NEON+ WALL LIGHT  6 WATT,NEON+ LED,Nos,200,,200
NEON+ WALL LIGHT 12 WATT,NEON+ LED,Nos,260,,260
NEON+ WARDROBE SENSOR BIG SWITCH,NEON+ LED,Nos,150,,150
NEON+ WEATHERPROOF SLEEVE 12MM,NEON+ LED,Mtr,60,,60
NEON+ WIDE COB WH+CP  7W,NEON+ LED,Nos,350,,350
NEON+ WIDE COB WH+CP 12W,NEON+ LED,Nos,450,,450
NEON+ WIDE COB WH+CP 18W,NEON+ LED,Nos,630,,630
NEON+ WIND COB  8.3W,NEON+ LED,Nos,1100,,1100
"NEON+ ZETA LED PANEL 12W 4"",NEON+ LED,Nos,430.00,,430.00
NEON+ ZETA LED PANEL 12W 4"" 3 IN 1""",NEON+ LED,Nos,570,,570
"NEON+ ZETA LED PANEL 18W 5"",NEON+ LED,Nos,555.00,,555.00
NEON+ ZETA LED PANEL 18W 5"" 3 IN 1""",NEON+ LED,Nos,700,,700
"NEON+ ZETA LED PANEL 24W 6"",NEON+ LED,Nos,700.00,,700.00
NEPTUNE COB ORA  3W""",NEON+ LED,Nos,,,
NEPTUNE COB ORA  7W,NEON+ LED,Nos,,,
NEPTUNE COB ORA 12W,NEON+ LED,Nos,,,
NEPTUNE COB ORA 18W,NEON+ LED,Nos,,,
NEPTUNE OUTDOOR FOOT LIGHT EGL P3,NEON+ LED,Nos,420,,420
NEPTUNE OUTDOOR FOOT LIGHT EGL P5,NEON+ LED,Nos,420,,420
NEPTUNE OUTDOOR LED 2 WAY LX,NEON+ LED,Nos,480,,480
NEPTUNE OUTDOOR LED 2 X 5 WATT LX-0912,NEON+ LED,Nos,,,
NEPTUNE OUTDOOR LED 2 X 5 WATT LX-519,NEON+ LED,Nos,,,
NEPTUNE OUTDOOR NL6006 - 5 WAY,NEON+ LED,Nos,,,
NEPTUNE SURFACE PANEL IRIS 15W,NEON+ LED,Nos,,,
NEUTRAL LINK 32A STEP TYEP NL-2,INDL,Nos,40,,40
NEUTRAL LINK 63A 11 HOLE,INDL,Nos,165,,165
NEUTRAL LINK 63A NL3,INDL,Nos,140,,140
Newspaper Promotional Advertisement,SERVICES,-,1000,,1000
Nichrome Wire,INDL,Gms,35,,35
NUT BOLT WASHER SET GI,GI,Nos,10,,10
NUT BOLT WASHER SS,GI,Nos,30,,30
OIL HEATER 9KW,INDL,Nos,2500,,2500
OPERATING ROD HT,INDL,Nos,2000,,2000
OPTICAL FIBRE CABLE 2F,INDL,Mtr,10,,10
OPTICAL FIBRE CABLE 4F,INDL,Mtr,14.5,,14.5
ORIENT C. FAN AEON BLDC 1200MM,ORIENT,Nos,5000,,5000
ORIENT C. FAN AEON V.C. BLDC 1200MM,ORIENT,Nos,5700,,5700
ORIENT C. FAN AEROQUIET  900MM WH,ORIENT,Nos,7400,,7400
ORIENT C. FAN AEROQUIET 1200MM WH,ORIENT,Nos,7400,,7400
ORIENT C. FAN AEROQUIET 1200MM WOODEN,ORIENT,Nos,8900,,8900
ORIENT C. FAN AEROSENSE 1200MM BLDC,ORIENT,Nos,9300,,9300
ORIENT C. FAN AEROSENSE-UL 1200MM BLDC,ORIENT,Nos,10400,,10400
ORIENT C. FAN AEROSILENT 1200MM WH,ORIENT,Nos,7500,,7500
ORIENT C. FAN AEROSLEEK 1200MM,ORIENT,Nos,8600,,8600
ORIENT C. FAN AEROSLIM 1200MM,ORIENT,Nos,13000,,13000
ORIENT C. FAN AEROSTORM 1320MM WH/CH,ORIENT,Nos,8600,,8600
ORIENT C. FAN ARINA 1200MM,ORIENT,Nos,2900,,2900
ORIENT C. FAN BLANCO 1200MM,ORIENT,Nos,3300,,3300
ORIENT C. FAN BLITZ + 1200MM,ORIENT,Nos,2500,,2500
ORIENT C. FAN ECOTECH PRIME RMT 1200MM,ORIENT,Nos,3800,,3800
ORIENT C. FAN FALCON 1200MM,ORIENT,Nos,2300,,2300
ORIENT C. FAN FIONA 1200MM,ORIENT,Nos,2500,,2500
ORIENT C. FAN GRATIA  600MM,ORIENT,Nos,2500,,2500
ORIENT C. FAN HECTOR 1200MM WHITE,ORIENT,Nos,3520,,3520
ORIENT C. FAN I-FLOAT 1200MM CSMOS BLACK,ORIENT,Nos,3500,,3500
ORIENT C. FAN I-FLOAT 1200MM WHITE,ORIENT,Nos,5400,,5400
ORIENT C. FAN JAZZ ART 1200MM,ORIENT,Nos,4100,,4100
ORIENT C. FAN JAZZ METALLIC  600MM,ORIENT,Nos,3350,,3350
ORIENT C. FAN JAZZ METALLIC  900MM,ORIENT,Nos,3600,,3600
ORIENT C. FAN JAZZ METALLIC 1200MM,ORIENT,Nos,3600,,3600
ORIENT C. FAN LUNA 1200MM,ORIENT,Nos,3000,,3000
ORIENT C. FAN MOZART 1200MM,ORIENT,Nos,3500,,3500
ORIENT C. FAN NEW AIR  600MM,ORIENT,Nos,1700,,1700
ORIENT C. FAN PROTON BLDC 1200MM,ORIENT,Nos,3900,,3900
ORIENT C. FAN QUASAR ORN. 1200MM,ORIENT,Nos,3700,,3700
ORIENT C. FAN RAPID AIR  900MM,ORIENT,Nos,1700,,1700
ORIENT C. FAN RAPID AIR 1200MM,ORIENT,Nos,1700,,1700
ORIENT C. FAN RAPID AIR 1200MM DECO,ORIENT,Nos,2000,,2000
ORIENT C. FAN SUBARIS ROYAL 1300MM,ORIENT,Nos,9300,,9300
ORIENT C. FAN SUBARIS UNDERLIGHT 1300MM,ORIENT,Nos,10600,,10600
ORIENT CABIN FAN WITH GRILL 300MM,ORIENT,Nos,2100,,2100
ORIENT EX FAN EXHD 380mm,ORIENT,Nos,4000,,4000
ORIENT EX FAN SMART AIR 100MM,ORIENT,Nos,900,,900
ORIENT EX FAN SMART AIR 150MM,ORIENT,Nos,1000,,1000
ORIENT EX FAN VENTRO 150MM,ORIENT,Nos,1600,,1600
ORIENT PEDESTAL FAN STAND-37 400MM,ORIENT,Nos,3200,,3200
ORIENT PEDESTAL FAN STYLUS 400MM,ORIENT,Nos,6800,,6800
ORIENT VENTILATOR 200mm,ORIENT,Nos,1250,,1250
ORIENT VENTILATOR 250mm,ORIENT,Nos,1350,,1350
ORIENT WALL FAN 400MM WALL-47,ORIENT,Nos,2700,,2700
ORIENT WALL FAN STYLUS 400MM,ORIENT,Nos,5600,,5600
ORIENT WALL FAN TORNADO 450MM,ORIENT,Nos,4400,,4400
ORIENT WALL FAN WALL - 11 300MM,ORIENT,Nos,2300,,2300
ORIENT WALL FAN WALL - 14 300MM,ORIENT,Nos,2500,,2500
ORIENT WALL FAN WALL - 44 400MM,ORIENT,Nos,2400,,2400
ORIENT ZIPPY PRO ALL PURPOSE FAN 225MM,ORIENT,Nos,1800,,1800
"ORTEM FAN HITECH 48"",ORTEM FANS,Nos,1900.00,,1900.00
ORTEM FAN MILLENIUM ORNAMENTAL 48""""",ORTEM FANS,Nos,2400,,2400
P.FIT BEND 20MM,PRESSFIT,Nos,6,,6
"P.FIT CAMERA MOUNTING BOX 4.25"",PRESSFIT,Nos,50.00,,50.00
P.FIT CASING ACC.""",PRESSFIT,Nos,3,,3
P.FIT ELBOW 20MM IVORY,PRESSFIT,Nos,3,,3
P.FIT ELBOW 25MM IVORY,PRESSFIT,Nos,5,,5
P.FIT J. BOX SURF 20MM,PRESSFIT,Nos,12,,12
P.FIT J. BOX SURF 25MM,PRESSFIT,Nos,10,,10
P.FIT MCB BOX 1/2 Way,PRESSFIT,Nos,30,,30
P.FIT MCB BOX 3/4 Way,PRESSFIT,Nos,60,,60
P.FIT MCB BOX 3/4 Way With Safety Cover,PRESSFIT,Nos,80,,80
P.FIT MCB BOX 5/6 Way,PRESSFIT,Nos,75,,75
P.FIT NAIL CLIP  5MM,PRESSFIT,Nos,0.3,,0.3
P.FIT NAIL CLIP  6MM,PRESSFIT,Nos,0.3,,0.3
P.FIT NAIL CLIP  7MM,PRESSFIT,Nos,0.35,,0.35
P.FIT NAIL CLIP  8MM,PRESSFIT,Nos,0.35,,0.35
P.FIT NAIL CLIP 10MM,PRESSFIT,Nos,0.4,,0.4
P.FIT NAIL CLIP 12MM,PRESSFIT,Nos,0.6,,0.6
P.FIT NAIL CLIP 14MM,PRESSFIT,Nos,0.8,,0.8
P.FIT NAIL CLIP 16MM,PRESSFIT,Nos,1,,1
P.FIT NAIL CLIP 18MM,PRESSFIT,Nos,1.25,,1.25
P.FIT NAIL CLIP 20MM,PRESSFIT,Nos,1.5,,1.5
P.FIT NAIL CLIP 25MM,PRESSFIT,Nos,2,,2
P.FIT NAIL CLIP 25MM DOUBLE NAIL,PRESSFIT,Nos,3,,3
P.FIT NAIL CLIP 32MM DOUBLE NAIL,PRESSFIT,Nos,5,,5
P.FIT SINGLE ADOPTER,PRESSFIT,Nos,15,,15
P.FIT SQ. BOX DOUBLE,PRESSFIT,Nos,20,,20
P.FIT TEE 20MM IVORY,PRESSFIT,Nos,4,,4
P.FIT TEE 25MM IVORY,PRESSFIT,Nos,5,,5
P.FIT TEJAS MODULAR BOX  1M,PRESSFIT,Nos,30,,30
P.FIT TEJAS MODULAR BOX  2M,PRESSFIT,Nos,35,,35
P.FIT TEJAS MODULAR BOX  3M,PRESSFIT,Nos,43,,43
P.FIT TEJAS MODULAR BOX  4M,PRESSFIT,Nos,48,,48
P.FIT TEJAS MODULAR BOX  6M,PRESSFIT,Nos,63,,63
P.FIT TEJAS MODULAR BOX  8M HZ,PRESSFIT,Nos,77,,77
P.FIT TEJAS MODULAR BOX  8M SQ,PRESSFIT,Nos,77,,77
P.FIT TEJAS MODULAR BOX  9M HZ,PRESSFIT,Nos,85,,85
P.FIT TEJAS MODULAR BOX 12M,PRESSFIT,Nos,95,,95
P.FIT TEJAS MODULAR BOX 16M,PRESSFIT,Nos,110,,110
P.FIT TEJAS MODULAR BOX 18M,PRESSFIT,Nos,116,,116
P.FIT WALL PLUG,PRESSFIT,Pkt,30,,30
P.FIT WALL PLUG (GITTI),PRESSFIT,Nos,0.3,,0.3
PANEL ACC,INDL,Nos,100,,100
PANEL BOX,INDL,Nos,10000,,10000
PANEL BUZZER 96x96mm,INDL,Nos,850,,850
PANEL HINGE,INDL,Nos,15,,15
PANEL LOCK,INDL,Nos,45,,45
PANEL LOCK KEY,INDL,Nos,25,,25
PENTA U FAN REGULATOR SKT SZ 38660,ANCHOR PENTA U,Nos,249,20,199.2
PENTA U SOCKET 16A,ANCHOR PENTA U,Nos,84,20,67.2
PENTA U SS COMB 16A 38808,ANCHOR PENTA U,Nos,140,,140
PENTA U SWITCH 16A,ANCHOR PENTA U,Nos,86,20,68.8
PENTA U SWITCH 6A DLX 38014,ANCHOR PENTA U,Nos,16,20,12.8
PENTA U TWO IN ONE SOCKET 38320,ANCHOR PENTA U,Nos,29,20,23.2
PHILIPS ASTRAMINI LED CABINET COB 1W-WW,PHILIPS,Nos,120,,120
PHILIPS ASTRASPOT LED CABINET COB 2W,PHILIPS,Nos,120,,120
PHILIPS ECOLINK CHURCH BELL BELL,EcoLink EC,Nos,200,,200
PHILIPS ECOLINK COB TILTABLE  3W NW,EcoLink EC,Nos,200,,200
PHILIPS ECOLINK COB TILTABLE  3W WW,EcoLink EC,Nos,200,,200
PHILIPS ECOLINK COB TILTABLE  6W NW,EcoLink EC,Nos,270,,270
PHILIPS ECOLINK DINGDONG BELL,EcoLink EC,Nos,150,,150
PHILIPS ECOLINK EXTENSION REEL,EcoLink EC,Nos,320,,320
PHILIPS ECOLINK FLD LIGHT  50W,EcoLink EC,Nos,1100,,1100
PHILIPS ECOLINK FLD LIGHT 100W,EcoLink EC,Nos,1800,,1800
PHILIPS ECOLINK FLD LIGHT 100W-WW,EcoLink EC,Nos,2000,,2000
PHILIPS ECOLINK FLD LIGHT 150W,EcoLink EC,Nos,3000,,3000
PHILIPS ECOLINK FLD LIGHT 200W,EcoLink EC,Nos,3500,,3500
PHILIPS ECOLINK FLD LIGHT 200W-WW,EcoLink EC,Nos,3500,,3500
PHILIPS ECOLINK GAYATRI MANTRA BELL,EcoLink EC,Nos,200,,200
"PHILIPS ECOLINK JUNC BOX LIGHT 2-3W""",EcoLink EC,Nos,90,,90
PHILIPS ECOLINK JUNC BOX LIGHT -3W,EcoLink EC,Nos,75,,75
PHILIPS ECOLINK LED BATTEN MR T5 22W-CDL,EcoLink EC,Nos,100,,100
PHILIPS ECOLINK LED BATTEN T5  5W-CDL,Signify Innovations India Limited,Nos,100,,100
PHILIPS ECOLINK LED BATTEN T5 10W-CDL,Signify Innovations India Limited,Nos,100,,100
PHILIPS ECOLINK LED BATTEN T5 22W-CDL,EcoLink EC,Nos,100,,100
PHILIPS ECOLINK LED BATTEN T5 30W-CW,EcoLink EC,Nos,180,,180
PHILIPS ECOLINK LED BATTEN T5 30W-WW,EcoLink EC,Nos,320,,320
PHILIPS ECOLINK LED BATTEN T5 36W-CDL,EcoLink EC,Nos,370,,370
PHILIPS ECOLINK LED PANEL 2x2 36W-CDL,EcoLink EC,Nos,1150,,1150
PHILIPS ECOLINK LED STRIP 2835/120 WW,EcoLink EC,Mtr,80,,80
PHILIPS ECOLINK LED STRIP 2835/240 CDL,EcoLink EC,Mtr,130,,130
PHILIPS ECOLINK STREET LIGHT  25W,EcoLink EC,Nos,900,,900
PHILIPS ECOLINK STREET LIGHT  50W,EcoLink EC,Nos,1250,,1250
PHILIPS ECOLINK STREET LIGHT  90W,EcoLink EC,Nos,2350,,2350
PHILIPS ECOLINK STREET LIGHT 120W,EcoLink EC,Nos,2700,,2700
PHILIPS ECOLINK SURF. JUNC LED  6W - CDL,EcoLink EC,Nos,140,,140
